Chla	CPHL_SOURCE	CPHL_comment	DEPH	Latitude	Longitude	MNDEP	month	MS_CD	MXDEP	POSITION	sali	SAMPLE_ID	Date	Station	STATUS	Time	WB_ID	station_depth	WB_name	WATER_DISTRICT_NAME	WATER_TYPE_AREA	type_code	year	new_index	index_column
1.7	CPHL_BTL	Expert judgement. Not integrated sample	2.5	63.69367	20.52083		6	WA82865410		63.69_20.52	3.6	2007_6121_7798	2007-06-04	UKV1	GOOD		SE633550-200700	20.0	S n Kvarkens kustvatten	Bottenvikens vattendistrikt	21 - Norra Kvarkens yttre kustvatten	21	2007	102064_SE633550-200700	102064
2.8	CPHL_BTL	Expert judgement. Not integrated sample	2.5	63.69367	20.52083		7	WA82865410		63.69_20.52	2.6999999999999997	2007_6125_7798	2007-07-12	UKV1	MODERATE		SE633550-200700	20.0	S n Kvarkens kustvatten	Bottenvikens vattendistrikt	21 - Norra Kvarkens yttre kustvatten	21	2007	101137_SE633550-200700	101137
3.1	CPHL_BTL	Expert judgement. Not integrated sample	2.5	63.69367	20.52083		8	WA82865410		63.69_20.52	3.5	2007_6132_7798	2007-08-13	UKV1	MODERATE		SE633550-200700	20.0	S n Kvarkens kustvatten	Bottenvikens vattendistrikt	21 - Norra Kvarkens yttre kustvatten	21	2007	100298_SE633550-200700	100298
1.8	CPHL_BTL	Expert judgement. Not integrated sample	2.5	63.69367	20.52083		7	WA82865410		63.69_20.52	3.0666666666666664	2008_6122_7798	2008-07-17	UKV1	GOOD		SE633550-200700	20.0	S n Kvarkens kustvatten	Bottenvikens vattendistrikt	21 - Norra Kvarkens yttre kustvatten	21	2008	92337_SE633550-200700	92337
2.0	CPHL_BTL	Expert judgement. Not integrated sample	2.5	63.69367	20.52083		8	WA82865410		63.69_20.52	3.5	2008_6130_7798	2008-08-08	UKV1	MODERATE		SE633550-200700	23.0	S n Kvarkens kustvatten	Bottenvikens vattendistrikt	21 - Norra Kvarkens yttre kustvatten	21	2008	91817_SE633550-200700	91817
2.1	CPHL_BTL	Expert judgement. Not integrated sample	2.5	63.69367	20.52083		7	WA82865410		63.69_20.52	2.2333333333333334	2009_6119_7798	2009-07-16	UKV1	MODERATE		SE633550-200700	25.0	S n Kvarkens kustvatten	Bottenvikens vattendistrikt	21 - Norra Kvarkens yttre kustvatten	21	2009	82628_SE633550-200700	82628
2.1	CPHL_BTL	Expert judgement. Not integrated sample	2.5	63.69367	20.52083		8	WA82865410		63.69_20.52	3.1666666666666665	2009_6124_7798	2009-08-14	UKV1	MODERATE		SE633550-200700	23.0	S n Kvarkens kustvatten	Bottenvikens vattendistrikt	21 - Norra Kvarkens yttre kustvatten	21	2009	81553_SE633550-200700	81553
2.1	CPHL_BTL	Expert judgement. Not integrated sample	0.5	63.69367	20.52083		6	WA82865410		63.69_20.52	2.7	2010_6117_7798	2010-06-02	UKV1	MODERATE		SE633550-200700	24.05185185185185	S n Kvarkens kustvatten	Bottenvikens vattendistrikt	21 - Norra Kvarkens yttre kustvatten	21	2010	75308_SE633550-200700	75308
5.7	CPHL_BTL	Expert judgement. Not integrated sample	0.5	63.69367	20.52083		6	WA82865410		63.69_20.52	2.7	2010_6121_7798	2010-06-24	UKV1	POOR		SE633550-200700	24.05185185185185	S n Kvarkens kustvatten	Bottenvikens vattendistrikt	21 - Norra Kvarkens yttre kustvatten	21	2010	74565_SE633550-200700	74565
1.9	CPHL_BTL	Expert judgement. Not integrated sample	0.5	63.69367	20.52083		8	WA82865410		63.69_20.52	3.1	2010_6129_7798	2010-08-26	UKV1	GOOD		SE633550-200700	24.05185185185185	S n Kvarkens kustvatten	Bottenvikens vattendistrikt	21 - Norra Kvarkens yttre kustvatten	21	2010	71955_SE633550-200700	71955
2.6	CPHL_BTL	Expert judgement. Not integrated sample	0.5	63.69367	20.52083		6	WA82865410		63.69_20.52	3.5	2011_6120_7798	2011-06-23	UKV1	MODERATE		SE633550-200700	24.05185185185185	S n Kvarkens kustvatten	Bottenvikens vattendistrikt	21 - Norra Kvarkens yttre kustvatten	21	2011	64666_SE633550-200700	64666
2.2	CPHL_BTL	Expert judgement. Not integrated sample	0.5	63.69367	20.52083		7	WA82865410		63.69_20.52	3.6	2011_6122_7798	2011-07-26	UKV1	MODERATE		SE633550-200700	24.05185185185185	S n Kvarkens kustvatten	Bottenvikens vattendistrikt	21 - Norra Kvarkens yttre kustvatten	21	2011	63145_SE633550-200700	63145
2.3	CPHL_BTL	Expert judgement. Not integrated sample	0.5	63.69367	20.52083		8	WA82865410		63.69_20.52	3.2	2011_6132_7798	2011-08-30	UKV1	MODERATE		SE633550-200700	24.05185185185185	S n Kvarkens kustvatten	Bottenvikens vattendistrikt	21 - Norra Kvarkens yttre kustvatten	21	2011	61393_SE633550-200700	61393
2.6	CPHL_INTEG			63.69362	20.52082	0.0	7	WA82865410	10.0	63.69_20.52	2.9	8fb24c4a0cf601d6597a75b4c8d3746a	2012-07-03	UKV1	MODERATE	09:40	SE633550-200700	26.0	S n Kvarkens kustvatten	Bottenvikens vattendistrikt	21 - Norra Kvarkens yttre kustvatten	21	2012	1922_SE633550-200700	1922
2.3	CPHL_INTEG			63.69362	20.52082	0.0	8	WA82865410	10.0	63.69_20.52	3.3	4dbd52515759a9cdb7683bd1a425d60b	2012-08-03	UKV1	MODERATE	10:10	SE633550-200700	15.0	S n Kvarkens kustvatten	Bottenvikens vattendistrikt	21 - Norra Kvarkens yttre kustvatten	21	2012	1794_SE633550-200700	1794
1.4	CPHL_INTEG			63.69362	20.52082	0.0	7	WA82865410	10.0	63.69_20.52	2.7	91201754d0d12c5bbdbf8edef87ace35	2013-07-01	UKV1	HIGH	13:00	SE633550-200700	25.0	S n Kvarkens kustvatten	Bottenvikens vattendistrikt	21 - Norra Kvarkens yttre kustvatten	21	2013	1275_SE633550-200700	1275
1.9	CPHL_INTEG			63.69362	20.52082	0.0	7	WA82865410	10.0	63.69_20.52	3.1	c0841eae14ea600d6dba92cf3050bdd2	2013-07-29	UKV1	GOOD	10:00	SE633550-200700	26.0	S n Kvarkens kustvatten	Bottenvikens vattendistrikt	21 - Norra Kvarkens yttre kustvatten	21	2013	1231_SE633550-200700	1231
3.3	CPHL_INTEG			63.69362	20.52082	0.0	8	WA82865410	10.0	63.69_20.52	3.6	67eb9f4e4aca29c252c8d3bd14e1e50c	2013-08-21	UKV1	MODERATE	09:50	SE633550-200700	25.6	S n Kvarkens kustvatten	Bottenvikens vattendistrikt	21 - Norra Kvarkens yttre kustvatten	21	2013	1172_SE633550-200700	1172
2.1	CPHL_INTEG			63.69362	20.52082	0.0	6	WA82865410	10.0	63.69_20.52	3.1	18525741d85f242ed813789fa3eee655	2014-06-22	UKV1	MODERATE	14:55	SE633550-200700	26.1	S n Kvarkens kustvatten	Bottenvikens vattendistrikt	21 - Norra Kvarkens yttre kustvatten	21	2014	875_SE633550-200700	875
1.7	CPHL_INTEG			63.69362	20.52082	0.0	7	WA82865410	10.0	63.69_20.52	2.7	03d9ab4262b5c4d4fcb282ec4514095d	2014-07-09	UKV1	GOOD	10:35	SE633550-200700	26.0	S n Kvarkens kustvatten	Bottenvikens vattendistrikt	21 - Norra Kvarkens yttre kustvatten	21	2014	861_SE633550-200700	861
1.6	CPHL_INTEG			63.69362	20.52082	0.0	8	WA82865410	10.0	63.69_20.52	3.2	adf984718e370a372d64d567d9782452	2014-08-25	UKV1	GOOD	13:00	SE633550-200700	25.0	S n Kvarkens kustvatten	Bottenvikens vattendistrikt	21 - Norra Kvarkens yttre kustvatten	21	2014	806_SE633550-200700	806
2.2	CPHL_INTEG			63.69362	20.52082	0.0	6	WA82865410	10.0	63.69_20.52	3.5	5ce242a759face6f172ba0c876c4ed0f	2015-06-14	UKV1	MODERATE	15:30	SE633550-200700	25.0	S n Kvarkens kustvatten	Bottenvikens vattendistrikt	21 - Norra Kvarkens yttre kustvatten	21	2015	624_SE633550-200700	624
2.3	CPHL_INTEG			63.69362	20.52082	0.0	7	WA82865410	10.0	63.69_20.52	2.7	bc4fc9270dd970dd4d05051cb11c8a8a	2015-07-23	UKV1	MODERATE	08:39	SE633550-200700	26.5	S n Kvarkens kustvatten	Bottenvikens vattendistrikt	21 - Norra Kvarkens yttre kustvatten	21	2015	572_SE633550-200700	572
2.0	CPHL_INTEG			63.69362	20.52082	0.0	8	WA82865410	10.0	63.69_20.52	2.6	d0afd3c148fb7159300edde32517cd0a	2015-08-06	UKV1	MODERATE	10:50	SE633550-200700	26.0	S n Kvarkens kustvatten	Bottenvikens vattendistrikt	21 - Norra Kvarkens yttre kustvatten	21	2015	524_SE633550-200700	524
2.6	CPHL_INTEG			63.69362	20.52082	0.0	6	WA82865410	10.0	63.69_20.52		26ea41e8773417c4fe8acb3f3f5f09fc	2016-06-30	UKV1	MODERATE		SE633550-200700	24.7	S n Kvarkens kustvatten	Bottenvikens vattendistrikt	21 - Norra Kvarkens yttre kustvatten	21	2016	370_SE633550-200700	370
1.8	CPHL_INTEG			63.69362	20.52082	0.0	7	WA82865410	10.0	63.69_20.52		d5a9cd2d79e57c1a491268fbb595e959	2016-07-31	UKV1	GOOD		SE633550-200700	24.0	S n Kvarkens kustvatten	Bottenvikens vattendistrikt	21 - Norra Kvarkens yttre kustvatten	21	2016	324_SE633550-200700	324
2.3	CPHL_INTEG			63.69362	20.52082	0.0	8	WA82865410	10.0	63.69_20.52		40e0cf8c36cbb9c0434fd23c89a7a7a8	2016-08-11	UKV1	MODERATE		SE633550-200700	25.5	S n Kvarkens kustvatten	Bottenvikens vattendistrikt	21 - Norra Kvarkens yttre kustvatten	21	2016	314_SE633550-200700	314
4.1	CPHL_INTEG			63.69362	20.52082	0.0	6	WA82865410	10.0	63.69_20.52		664877a41c82fe0549d98c184080307d	2017-06-14	UKV1	POOR		SE633550-200700	22.5	S n Kvarkens kustvatten	Bottenvikens vattendistrikt	21 - Norra Kvarkens yttre kustvatten	21	2017	160_SE633550-200700	160
2.6	CPHL_INTEG			63.69362	20.52082	0.0	7	WA82865410	10.0	63.69_20.52		c5fe1112ca2988a7454b70894f37f2b6	2017-07-26	UKV1	MODERATE		SE633550-200700	26.0	S n Kvarkens kustvatten	Bottenvikens vattendistrikt	21 - Norra Kvarkens yttre kustvatten	21	2017	115_SE633550-200700	115
2.6	CPHL_INTEG			63.69362	20.52082	0.0	8	WA82865410	10.0	63.69_20.52		7a70c1b4fbad6b2f47820d53a5ed69df	2017-08-17	UKV1	MODERATE		SE633550-200700	25.5	S n Kvarkens kustvatten	Bottenvikens vattendistrikt	21 - Norra Kvarkens yttre kustvatten	21	2017	76_SE633550-200700	76
3.5	CPHL_INTEG			63.69362	20.52082	0.0	6	WA82865410	10.0	63.69_20.52		0ed4e05cc36ba50584548acf9e68929c	2018-06-28	UKV1	MODERATE		SE633550-200700	25.5	S n Kvarkens kustvatten	Bottenvikens vattendistrikt	21 - Norra Kvarkens yttre kustvatten	21	2018	12_SE633550-200700	12
3.1	CPHL_INTEG			63.69362	20.52082	0.0	7	WA82865410	10.0	63.69_20.52		a86b010c53e9e3a96ce8a6cf50d02b80	2018-07-18	UKV1	MODERATE		SE633550-200700	26.0	S n Kvarkens kustvatten	Bottenvikens vattendistrikt	21 - Norra Kvarkens yttre kustvatten	21	2018	7_SE633550-200700	7
3.7	CPHL_INTEG			63.69362	20.52082	0.0	8	WA82865410	10.0	63.69_20.52		eb773770bb7de650e384d39204446053	2018-08-20	UKV1	POOR		SE633550-200700	26.5	S n Kvarkens kustvatten	Bottenvikens vattendistrikt	21 - Norra Kvarkens yttre kustvatten	21	2018	0_SE633550-200700	0
2.0	CPHL_BTL	Expert judgement. Not integrated sample	2.5	63.60967	20.32083		6	WA82865410		63.61_20.32	3.3333333333333335	2007_6124_7798	2007-06-04	UKV4	MODERATE		SE633550-200700	23.0	S n Kvarkens kustvatten	Bottenvikens vattendistrikt	21 - Norra Kvarkens yttre kustvatten	21	2007	102081_SE633550-200700	102081
2.2	CPHL_BTL	Expert judgement. Not integrated sample	2.5	63.60967	20.32083		7	WA82865410		63.61_20.32	3.3333333333333335	2007_6128_7798	2007-07-12	UKV4	MODERATE		SE633550-200700	20.0	S n Kvarkens kustvatten	Bottenvikens vattendistrikt	21 - Norra Kvarkens yttre kustvatten	21	2007	101154_SE633550-200700	101154
2.2	CPHL_BTL	Expert judgement. Not integrated sample	2.5	63.60967	20.32083		8	WA82865410		63.61_20.32	3.4	2007_6135_7798	2007-08-13	UKV4	MODERATE		SE633550-200700	22.0	S n Kvarkens kustvatten	Bottenvikens vattendistrikt	21 - Norra Kvarkens yttre kustvatten	21	2007	100315_SE633550-200700	100315
1.3	CPHL_BTL	Expert judgement. Not integrated sample	2.5	63.60967	20.32083		7	WA82865410		63.61_20.32	3.266666666666667	2008_6125_7798	2008-07-17	UKV4	HIGH		SE633550-200700	20.0	S n Kvarkens kustvatten	Bottenvikens vattendistrikt	21 - Norra Kvarkens yttre kustvatten	21	2008	92354_SE633550-200700	92354
2.4	CPHL_BTL	Expert judgement. Not integrated sample	2.5	63.60967	20.32083		8	WA82865410		63.61_20.32	3.6999999999999997	2008_6133_7798	2008-08-08	UKV4	MODERATE		SE633550-200700	23.0	S n Kvarkens kustvatten	Bottenvikens vattendistrikt	21 - Norra Kvarkens yttre kustvatten	21	2008	91834_SE633550-200700	91834
4.7	CPHL_BTL	Expert judgement. Not integrated sample	2.5	63.60967	20.32083		7	WA82865410		63.61_20.32	2.3	2009_6120_7798	2009-07-16	UKV4	POOR		SE633550-200700	18.0	S n Kvarkens kustvatten	Bottenvikens vattendistrikt	21 - Norra Kvarkens yttre kustvatten	21	2009	82634_SE633550-200700	82634
1.4	CPHL_BTL	Expert judgement. Not integrated sample	2.5	63.60967	20.32083		8	WA82865410		63.61_20.32	3.366666666666667	2009_6127_7798	2009-08-14	UKV4	HIGH		SE633550-200700	22.0	S n Kvarkens kustvatten	Bottenvikens vattendistrikt	21 - Norra Kvarkens yttre kustvatten	21	2009	81570_SE633550-200700	81570
4.5	CPHL_BTL	Expert judgement. Not integrated sample	0.5	63.60967	20.32083		6	WA82865410		63.61_20.32	2.7	2010_6124_7798	2010-06-24	UKV4	POOR		SE633550-200700	18.74074074074074	S n Kvarkens kustvatten	Bottenvikens vattendistrikt	21 - Norra Kvarkens yttre kustvatten	21	2010	74571_SE633550-200700	74571
4.9	CPHL_BTL	Expert judgement. Not integrated sample	0.5	63.60967	20.32083		8	WA82865410		63.61_20.32	3.6	2010_6132_7798	2010-08-27	UKV4	POOR		SE633550-200700	18.74074074074074	S n Kvarkens kustvatten	Bottenvikens vattendistrikt	21 - Norra Kvarkens yttre kustvatten	21	2010	71943_SE633550-200700	71943
1.2	CPHL_BTL	Expert judgement. Not integrated sample	0.5	63.60967	20.32083		6	WA82865410		63.61_20.32	4.1	2011_6121_7798	2011-06-23	UKV4	HIGH		SE633550-200700	18.74074074074074	S n Kvarkens kustvatten	Bottenvikens vattendistrikt	21 - Norra Kvarkens yttre kustvatten	21	2011	64668_SE633550-200700	64668
2.8	CPHL_BTL	Expert judgement. Not integrated sample	0.5	63.60967	20.32083		7	WA82865410		63.61_20.32	3.9	2011_6125_7798	2011-07-26	UKV4	MODERATE		SE633550-200700	18.74074074074074	S n Kvarkens kustvatten	Bottenvikens vattendistrikt	21 - Norra Kvarkens yttre kustvatten	21	2011	63151_SE633550-200700	63151
2.4	CPHL_BTL	Expert judgement. Not integrated sample	0.5	63.60967	20.32083		8	WA82865410		63.61_20.32	3.9	2011_6135_7798	2011-08-30	UKV4	MODERATE		SE633550-200700	18.74074074074074	S n Kvarkens kustvatten	Bottenvikens vattendistrikt	21 - Norra Kvarkens yttre kustvatten	21	2011	61399_SE633550-200700	61399
3.5	CPHL_INTEG			63.60972	20.32083	0.0	7	WA82865410	10.0	63.61_20.32	2.2	633b9900e2a9e42e21b5063a3a54cc1c	2012-07-03	UKV4	MODERATE	11:00	SE633550-200700	17.5	S n Kvarkens kustvatten	Bottenvikens vattendistrikt	21 - Norra Kvarkens yttre kustvatten	21	2012	1925_SE633550-200700	1925
2.3	CPHL_INTEG			63.60972	20.32083	0.0	8	WA82865410	10.0	63.61_20.32	3.6	a6a7b4daf339dfcab5c8cba8d4987004	2012-08-03	UKV4	MODERATE	11:15	SE633550-200700	17.0	S n Kvarkens kustvatten	Bottenvikens vattendistrikt	21 - Norra Kvarkens yttre kustvatten	21	2012	1797_SE633550-200700	1797
2.0	CPHL_INTEG			63.60972	20.32083	0.0	7	WA82865410	10.0	63.61_20.32	2.6	7e0a89fd0ffdedea3ea0808767341153	2013-07-01	UKV4	MODERATE	13:50	SE633550-200700	16.0	S n Kvarkens kustvatten	Bottenvikens vattendistrikt	21 - Norra Kvarkens yttre kustvatten	21	2013	1278_SE633550-200700	1278
2.8	CPHL_INTEG			63.60972	20.32083	0.0	7	WA82865410	10.0	63.61_20.32	3.5	d9e2f19ea1b38a909c7aac01610d1c8e	2013-07-29	UKV4	MODERATE	11:00	SE633550-200700	18.0	S n Kvarkens kustvatten	Bottenvikens vattendistrikt	21 - Norra Kvarkens yttre kustvatten	21	2013	1234_SE633550-200700	1234
2.6	CPHL_INTEG			63.60972	20.32083	0.0	8	WA82865410	10.0	63.61_20.32	3.4	03770379ed4d45a41892cb67b746759b	2013-08-21	UKV4	MODERATE	10:50	SE633550-200700	17.0	S n Kvarkens kustvatten	Bottenvikens vattendistrikt	21 - Norra Kvarkens yttre kustvatten	21	2013	1175_SE633550-200700	1175
3.0	CPHL_INTEG			63.60972	20.32083	0.0	6	WA82865410	10.0	63.61_20.32	3.5	90abd90716d5d7a0ab12eb77ec1c088f	2014-06-22	UKV4	MODERATE	16:05	SE633550-200700	18.0	S n Kvarkens kustvatten	Bottenvikens vattendistrikt	21 - Norra Kvarkens yttre kustvatten	21	2014	878_SE633550-200700	878
2.4	CPHL_INTEG			63.60972	20.32083	0.0	7	WA82865410	10.0	63.61_20.32	2.9	132741c94fc8d43b56e90f050ae17f84	2014-07-09	UKV4	MODERATE	12:05	SE633550-200700	17.8	S n Kvarkens kustvatten	Bottenvikens vattendistrikt	21 - Norra Kvarkens yttre kustvatten	21	2014	864_SE633550-200700	864
3.4	CPHL_INTEG			63.60972	20.32083	0.0	8	WA82865410	10.0	63.61_20.32	3.5	51392a431edccab06a00e956a02bc998	2014-08-25	UKV4	MODERATE	11:33	SE633550-200700	17.8	S n Kvarkens kustvatten	Bottenvikens vattendistrikt	21 - Norra Kvarkens yttre kustvatten	21	2014	809_SE633550-200700	809
2.2	CPHL_INTEG			63.60972	20.32083	0.0	6	WA82865410	10.0	63.61_20.32	3.1	e195ab15d602adf157f0cbe20dd29290	2015-06-14	UKV4	MODERATE	16:30	SE633550-200700	19.0	S n Kvarkens kustvatten	Bottenvikens vattendistrikt	21 - Norra Kvarkens yttre kustvatten	21	2015	627_SE633550-200700	627
2.8	CPHL_INTEG			63.60972	20.32083	0.0	7	WA82865410	10.0	63.61_20.32	2.6	bba81396944e42238f7358aa7f0dec2d	2015-07-23	UKV4	MODERATE	09:20	SE633550-200700	18.0	S n Kvarkens kustvatten	Bottenvikens vattendistrikt	21 - Norra Kvarkens yttre kustvatten	21	2015	575_SE633550-200700	575
1.7	CPHL_INTEG			63.60972	20.32083	0.0	8	WA82865410	10.0	63.61_20.32	2.9	b5db05251ba1ee4d17d5055c968a33df	2015-08-06	UKV4	GOOD	12:00	SE633550-200700	17.7	S n Kvarkens kustvatten	Bottenvikens vattendistrikt	21 - Norra Kvarkens yttre kustvatten	21	2015	527_SE633550-200700	527
2.8	CPHL_INTEG			63.60972	20.32083	0.0	6	WA82865410	10.0	63.61_20.32		a192ddcf885a06441df5f0c87b3b704b	2016-06-30	UKV4	MODERATE		SE633550-200700	23.2	S n Kvarkens kustvatten	Bottenvikens vattendistrikt	21 - Norra Kvarkens yttre kustvatten	21	2016	373_SE633550-200700	373
1.3	CPHL_INTEG			63.60972	20.32083	0.0	7	WA82865410	10.0	63.61_20.32		62f3e8ce5e1105e4727ab07efa3d52ad	2016-07-31	UKV4	HIGH		SE633550-200700	17.5	S n Kvarkens kustvatten	Bottenvikens vattendistrikt	21 - Norra Kvarkens yttre kustvatten	21	2016	327_SE633550-200700	327
2.0	CPHL_INTEG			63.60972	20.32083	0.0	8	WA82865410	10.0	63.61_20.32		0478742a61a8116b15b4a17a71dcd883	2016-08-11	UKV4	MODERATE		SE633550-200700	17.0	S n Kvarkens kustvatten	Bottenvikens vattendistrikt	21 - Norra Kvarkens yttre kustvatten	21	2016	317_SE633550-200700	317
3.8	CPHL_INTEG			63.60972	20.32083	0.0	6	WA82865410	10.0	63.61_20.32		6ae8393f79afa41d7e81c882215f09fc	2017-06-14	UKV4	POOR		SE633550-200700	16.5	S n Kvarkens kustvatten	Bottenvikens vattendistrikt	21 - Norra Kvarkens yttre kustvatten	21	2017	163_SE633550-200700	163
2.1	CPHL_INTEG			63.60972	20.32083	0.0	7	WA82865410	10.0	63.61_20.32		b5687e31f1201c4ebbe4559dd5dca364	2017-07-26	UKV4	MODERATE		SE633550-200700	17.5	S n Kvarkens kustvatten	Bottenvikens vattendistrikt	21 - Norra Kvarkens yttre kustvatten	21	2017	118_SE633550-200700	118
3.0	CPHL_INTEG			63.60972	20.32083	0.0	8	WA82865410	10.0	63.61_20.32		2ac37dd7178257e2832b2e105c973c7c	2017-08-17	UKV4	MODERATE		SE633550-200700	18.5	S n Kvarkens kustvatten	Bottenvikens vattendistrikt	21 - Norra Kvarkens yttre kustvatten	21	2017	79_SE633550-200700	79
1.9	CPHL_INTEG			63.60972	20.32083	0.0	6	WA82865410	10.0	63.61_20.32		412cd2bba280ae4ad70b295249aacc32	2018-06-28	UKV4	GOOD		SE633550-200700	17.5	S n Kvarkens kustvatten	Bottenvikens vattendistrikt	21 - Norra Kvarkens yttre kustvatten	21	2018	15_SE633550-200700	15
3.3	CPHL_INTEG			63.60972	20.32083	0.0	7	WA82865410	10.0	63.61_20.32		8e413e3168c84c8aa53e8f764eed1d13	2018-07-18	UKV4	MODERATE		SE633550-200700	18.5	S n Kvarkens kustvatten	Bottenvikens vattendistrikt	21 - Norra Kvarkens yttre kustvatten	21	2018	10_SE633550-200700	10
3.1	CPHL_INTEG			63.60972	20.32083	0.0	8	WA82865410	10.0	63.61_20.32		49ac07e926c4a6ecddd167250bd64e9b	2018-08-20	UKV4	MODERATE		SE633550-200700	18.0	S n Kvarkens kustvatten	Bottenvikens vattendistrikt	21 - Norra Kvarkens yttre kustvatten	21	2018	3_SE633550-200700	3
1.71	CPHL_INTEG			63.68700	20.37767	0.0	7	WA39177335	2.0	63.69_20.38		bfcada0e9c09d5d6d798528b304e0da3	2011-07-07	DJUPSUNDSVIKEN 3	HIGH		SE636570-203590	2.0	Fjärdgrundsområdet sek namn	Bottenvikens vattendistrikt	20 - Norra Kvarkens inre kustvatten	20	2011	2827_SE636570-203590	2827
2.85	CPHL_INTEG	Expert judgement. This is not true surface sample		63.68600	20.37783	0.0	7	WA39177335	3.0	63.69_20.38		c42634fab0a39527f831ff4a62578a5a	2011-07-21	DJUPSUNDSVIKEN 4	MODERATE		SE636570-203590	4.0	Fjärdgrundsområdet sek namn	Bottenvikens vattendistrikt	20 - Norra Kvarkens inre kustvatten	20	2011	2746_SE636570-203590	2746
1.86	CPHL_INTEG			63.68750	20.37900	0.0	8	WA39177335	2.0	63.69_20.38		0cf8371675eb6a23cf599af42c51f4df	2011-08-03	DJUPSUNDSVIKEN 5	GOOD		SE636570-203590	2.0	Fjärdgrundsområdet sek namn	Bottenvikens vattendistrikt	20 - Norra Kvarkens inre kustvatten	20	2011	2634_SE636570-203590	2634
2.0	CPHL_INTEG			63.64733	20.36900	0.0	7	WA39177335	10.0	63.65_20.37		b143c01e7484779295170ffc87652472	2008-07-03	FJÄRDGRUNDOMRÅDET	GOOD		SE636570-203590	26.0	Fjärdgrundsområdet sek namn	Bottenvikens vattendistrikt	20 - Norra Kvarkens inre kustvatten	20	2008	4675_SE636570-203590	4675
1.8	CPHL_INTEG			63.64733	20.36900	0.0	7	WA39177335	10.0	63.65_20.37		ce285efd6d19d890655b6ee2d363c3b8	2008-07-17	FJÄRDGRUNDOMRÅDET	HIGH		SE636570-203590	26.0	Fjärdgrundsområdet sek namn	Bottenvikens vattendistrikt	20 - Norra Kvarkens inre kustvatten	20	2008	4620_SE636570-203590	4620
3.1	CPHL_INTEG			63.64733	20.36900	0.0	8	WA39177335	10.0	63.65_20.37		31484010d220af9b5e56f6a663c0ce2d	2008-08-11	FJÄRDGRUNDOMRÅDET	MODERATE		SE636570-203590	26.0	Fjärdgrundsområdet sek namn	Bottenvikens vattendistrikt	20 - Norra Kvarkens inre kustvatten	20	2008	4562_SE636570-203590	4562
1.63	CPHL_INTEG	Expert judgement. This is not true surface sample		63.65850	20.33983	0.0	8	WA39177335	10.0	63.66_20.34		c9f8c212d68207f60d219c4ba9850264	2011-08-03	FJÄRDGRUNDSOMRÅDET SEK. NAMN 10	HIGH		SE636570-203590	11.0	Fjärdgrundsområdet sek namn	Bottenvikens vattendistrikt	20 - Norra Kvarkens inre kustvatten	20	2011	2635_SE636570-203590	2635
2.1	CPHL_INTEG			63.64717	20.35050	0.0	7	WA39177335	10.0	63.65_20.35		6792b5d5decc542d3750fcf7460c0130	2011-07-06	FJÄRDGRUNDSOMRÅDET SEK. NAMN 5	GOOD		SE636570-203590	18.0	Fjärdgrundsområdet sek namn	Bottenvikens vattendistrikt	20 - Norra Kvarkens inre kustvatten	20	2011	2850_SE636570-203590	2850
2.07	CPHL_INTEG			63.67450	20.32900	0.0	7	WA39177335	10.0	63.67_20.33		772cef3a7b9b46d2316dfba10707102d	2011-07-06	FJÄRDGRUNDSOMRÅDET SEK. NAMN 6	GOOD		SE636570-203590	15.0	Fjärdgrundsområdet sek namn	Bottenvikens vattendistrikt	20 - Norra Kvarkens inre kustvatten	20	2011	2851_SE636570-203590	2851
2.37	CPHL_INTEG			63.64467	20.38783	0.0	7	WA39177335	10.0	63.64_20.39		88a311d8a8e2d2b6de938e666652321f	2011-07-21	FJÄRDGRUNDSOMRÅDET SEK. NAMN 7	MODERATE		SE636570-203590	17.0	Fjärdgrundsområdet sek namn	Bottenvikens vattendistrikt	20 - Norra Kvarkens inre kustvatten	20	2011	2748_SE636570-203590	2748
2.79	CPHL_INTEG			63.66433	20.36100	0.0	7	WA39177335	10.0	63.66_20.36		6d17e00c5b665acde430e2d1dbebe514	2011-07-21	FJÄRDGRUNDSOMRÅDET SEK. NAMN 8	MODERATE		SE636570-203590	18.0	Fjärdgrundsområdet sek namn	Bottenvikens vattendistrikt	20 - Norra Kvarkens inre kustvatten	20	2011	2749_SE636570-203590	2749
1.53	CPHL_INTEG			63.65533	20.37467	0.0	8	WA39177335	10.0	63.66_20.37		caab762eac82f8eb9f4afca22a58f7ea	2011-08-03	FJÄRDGRUNDSOMRÅDET SEK. NAMN 9	HIGH		SE636570-203590	14.0	Fjärdgrundsområdet sek namn	Bottenvikens vattendistrikt	20 - Norra Kvarkens inre kustvatten	20	2011	2636_SE636570-203590	2636
2.09	CPHL_BTL		1.0	63.65850	20.33983		8	WA39177335		63.66_20.34	2.655	2011_0091_77LY	2011-08-03	FJÄRDGRUND_10/SFJ10	GOOD	10:20	SE636570-203590	11.0	Fjärdgrundsområdet sek namn	Bottenvikens vattendistrikt	20 - Norra Kvarkens inre kustvatten	20	2011	62423_SE636570-203590	62423
