BQI	DEPH	Latitude	Longitude	MNDEP	month	MS_CD	MXDEP	POSITION	SAMPLE_ID	Date	Institution	Station	Time	WB_ID	station_depth	WB_name	WATER_DISTRICT_NAME	WATER_TYPE_AREA	type_code	year	new_index	index_column
0.756789	8.1	65.77592	22.43208	8.1	6	WA72951447	8.1	65.78_22.43	2ed4355b6fc00960120c92315ea747a7	2008-06-10	Umeå Universitet	R 8-6	14:35	SE654470-222700	8.1	Gussöfjärden	Bottenvikens vattendistrikt	22 - Norra Bottenviken. Inre kustvatten	22	2008	114414_SE654470-222700	114414
0.133643	11.6	65.72978	22.44337	11.6	6	WA72951447	11.6	65.73_22.44	43d4d56785aadb6d1926a4c845ba3849	2007-06-12	Umeå Universitet	R 8-11	15:15	SE654470-222700	11.6	Gussöfjärden	Bottenvikens vattendistrikt	22 - Norra Bottenviken. Inre kustvatten	22	2007	115175_SE654470-222700	115175
0.22566	7.7	65.76665	22.50055	7.7	6	WA72951447	7.7	65.77_22.50	e96a334ec8e1917b2801d850bbdf0da5	2007-06-12	Umeå Universitet	R 8-18	17:40	SE654470-222700	7.7	Gussöfjärden	Bottenvikens vattendistrikt	22 - Norra Bottenviken. Inre kustvatten	22	2007	115180_SE654470-222700	115180
0.21729	10.0	65.76733	22.53120	10.0	6	WA72951447	10.0	65.77_22.53	fe751c4920e8cf3790daa2cd94fa37d5	2007-06-12	Umeå Universitet	R 8-4	18:35	SE654470-222700	10.0	Gussöfjärden	Bottenvikens vattendistrikt	22 - Norra Bottenviken. Inre kustvatten	22	2007	115185_SE654470-222700	115185
0.0500882	8.1	65.77593	22.43178	8.1	6	WA72951447	8.1	65.78_22.43	3bdf0d9b8b034debe29514855a1256dd	2007-06-12	Umeå Universitet	R 8-6	16:00	SE654470-222700	8.1	Gussöfjärden	Bottenvikens vattendistrikt	22 - Norra Bottenviken. Inre kustvatten	22	2007	115186_SE654470-222700	115186
9.6665	53.2	62.89067	18.28888	53.2	5	WA21835579	53.2	62.89_18.29	fd9f4b3b2607408c8247929f48ff5912	2017-05-30	Umeå Universitet	G 10		SE625180-181655	53.2	Gaviksfjärden	Bottenhavets vattendistrikt	18 - Norra Bottenhavet. Höga kusten. Inre kustvatten	18	2017	108646_SE625180-181655	108646
8.50562	72.6	62.86507	18.29192	72.6	5	WA21835579	72.6	62.87_18.29	5e70c99a527a3741d9eecff779443d03	2017-05-30	Umeå Universitet	G 11		SE625180-181655	72.6	Gaviksfjärden	Bottenhavets vattendistrikt	18 - Norra Bottenhavet. Höga kusten. Inre kustvatten	18	2017	108647_SE625180-181655	108647
7.16751	14.1	62.83958	18.21050	14.1	5	WA21835579	14.1	62.84_18.21	5650fa5d1dab48a977e1a28ffd296100	2017-05-30	Umeå Universitet	G1 ÖREN		SE625180-181655	14.1	Gaviksfjärden	Bottenhavets vattendistrikt	18 - Norra Bottenhavet. Höga kusten. Inre kustvatten	18	2017	108648_SE625180-181655	108648
4.47601	48.4	62.86237	18.20887	48.4	5	WA21835579	48.4	62.86_18.21	595dc6f4a6b405522288112530b793f5	2017-05-30	Umeå Universitet	G 4		SE625180-181655	48.4	Gaviksfjärden	Bottenhavets vattendistrikt	18 - Norra Bottenhavet. Höga kusten. Inre kustvatten	18	2017	108649_SE625180-181655	108649
2.23772	16.7	62.88432	18.25530	16.7	5	WA21835579	16.7	62.88_18.26	41774e35f0b570ce7f77f37838525850	2017-05-30	Umeå Universitet	G 7		SE625180-181655	16.7	Gaviksfjärden	Bottenhavets vattendistrikt	18 - Norra Bottenhavet. Höga kusten. Inre kustvatten	18	2017	108650_SE625180-181655	108650
9.90306	11.1	62.89293	18.24618	11.1	5	WA21835579	11.1	62.89_18.25	2a880a56e1102c90a25880458ebbeaf2	2017-05-30	Umeå Universitet	G 8		SE625180-181655	11.7	Gaviksfjärden	Bottenhavets vattendistrikt	18 - Norra Bottenhavet. Höga kusten. Inre kustvatten	18	2017	108651_SE625180-181655	108651
7.29861	67.2	62.85610	18.25957	67.2	5	WA21835579	67.2	62.86_18.26	03a7f47d52fc81f85ffe849a596dd314	2017-05-30	Umeå Universitet	GAVIKSFJÄRDEN-EDSÄTTERFJÄRDEN G 12		SE625180-181655	67.2	Gaviksfjärden	Bottenhavets vattendistrikt	18 - Norra Bottenhavet. Höga kusten. Inre kustvatten	18	2017	108652_SE625180-181655	108652
2.6515	31.5	62.83927	18.22132	31.5	5	WA21835579	31.5	62.84_18.22	707cb71520415fe3c9fa00863927fadc	2017-05-30	Umeå Universitet	GAVIKSFJÄRDEN-EDSÄTTERFJÄRDEN G 2		SE625180-181655	31.5	Gaviksfjärden	Bottenhavets vattendistrikt	18 - Norra Bottenhavet. Höga kusten. Inre kustvatten	18	2017	108653_SE625180-181655	108653
11.3465	14.1	62.85317	18.22557	14.1	5	WA21835579	14.1	62.85_18.23	54f210add6314585903c13f531547074	2017-05-30	Umeå Universitet	GAVIKSFJÄRDEN-EDSÄTTERFJÄRDEN G 3		SE625180-181655	14.1	Gaviksfjärden	Bottenhavets vattendistrikt	18 - Norra Bottenhavet. Höga kusten. Inre kustvatten	18	2017	108654_SE625180-181655	108654
7.2225	39.5	62.89432	18.28007	39.5	5	WA21835579	39.5	62.89_18.28	e76fc07dfa17b92bbadb9a5fb9fa5680	2017-05-30	Umeå Universitet	GAVIKSFJÄRDEN-EDSÄTTERFJÄRDEN G 9		SE625180-181655	39.5	Gaviksfjärden	Bottenhavets vattendistrikt	18 - Norra Bottenhavet. Höga kusten. Inre kustvatten	18	2017	108655_SE625180-181655	108655
8.29156	52.8	62.89055	18.28903	52.8	6	WA21835579	52.8	62.89_18.29	ea98b8bf220bd6b0c009d696b6f82004	2016-06-02	Umeå Universitet	G 10		SE625180-181655	52.8	Gaviksfjärden	Bottenhavets vattendistrikt	18 - Norra Bottenhavet. Höga kusten. Inre kustvatten	18	2016	109122_SE625180-181655	109122
7.35481	74.5	62.86508	18.29177	74.5	6	WA21835579	74.5	62.87_18.29	4e42922a53623eb5b23876e5cc8f268d	2016-06-02	Umeå Universitet	G 11		SE625180-181655	74.5	Gaviksfjärden	Bottenhavets vattendistrikt	18 - Norra Bottenhavet. Höga kusten. Inre kustvatten	18	2016	109123_SE625180-181655	109123
10.6123	12.7	62.83953	18.21042	12.7	6	WA21835579	12.7	62.84_18.21	3cd5074d44b44aa371775fa7c2ce5d1f	2016-06-02	Umeå Universitet	G1 ÖREN		SE625180-181655	12.7	Gaviksfjärden	Bottenhavets vattendistrikt	18 - Norra Bottenhavet. Höga kusten. Inre kustvatten	18	2016	109124_SE625180-181655	109124
3.61397	47.8	62.86232	18.20898	47.8	6	WA21835579	47.8	62.86_18.21	d3cb3bb94d7d52bd59f0e1dec8148865	2016-06-02	Umeå Universitet	G 4		SE625180-181655	47.8	Gaviksfjärden	Bottenhavets vattendistrikt	18 - Norra Bottenhavet. Höga kusten. Inre kustvatten	18	2016	109125_SE625180-181655	109125
4.45634	11.0	62.89275	18.24625	11.0	6	WA21835579	11.0	62.89_18.25	f9966a39e22bf93aa4e4aeded239cfa7	2016-06-02	Umeå Universitet	G 8		SE625180-181655	11.0	Gaviksfjärden	Bottenhavets vattendistrikt	18 - Norra Bottenhavet. Höga kusten. Inre kustvatten	18	2016	109126_SE625180-181655	109126
6.35338	67.2	62.85610	18.25963	67.2	6	WA21835579	67.2	62.86_18.26	11faa753a200660d8675cef6c2a05673	2016-06-02	Umeå Universitet	GAVIKSFJÄRDEN-EDSÄTTERFJÄRDEN G 12		SE625180-181655	67.2	Gaviksfjärden	Bottenhavets vattendistrikt	18 - Norra Bottenhavet. Höga kusten. Inre kustvatten	18	2016	109127_SE625180-181655	109127
3.39819	30.1	62.83917	18.22142	30.1	6	WA21835579	30.1	62.84_18.22	b05a1cc7517713c09cc2e3eb096d2445	2016-06-02	Umeå Universitet	GAVIKSFJÄRDEN-EDSÄTTERFJÄRDEN G 2		SE625180-181655	30.1	Gaviksfjärden	Bottenhavets vattendistrikt	18 - Norra Bottenhavet. Höga kusten. Inre kustvatten	18	2016	109128_SE625180-181655	109128
9.95991	13.0	62.85312	18.22547	13.0	6	WA21835579	13.0	62.85_18.23	c38ebbeb82e0bed9287ec5815f569ab5	2016-06-02	Umeå Universitet	GAVIKSFJÄRDEN-EDSÄTTERFJÄRDEN G 3		SE625180-181655	13.0	Gaviksfjärden	Bottenhavets vattendistrikt	18 - Norra Bottenhavet. Höga kusten. Inre kustvatten	18	2016	109129_SE625180-181655	109129
6.32007	38.8	62.89412	18.28015	38.8	6	WA21835579	38.8	62.89_18.28	13630dc6ed4892a67115b0fcac5a387f	2016-06-02	Umeå Universitet	GAVIKSFJÄRDEN-EDSÄTTERFJÄRDEN G 9		SE625180-181655	38.8	Gaviksfjärden	Bottenhavets vattendistrikt	18 - Norra Bottenhavet. Höga kusten. Inre kustvatten	18	2016	109130_SE625180-181655	109130
7.2027	53.0	62.89083	18.28867	53.0	5	WA21835579	53.0	62.89_18.29	f66a79391b8e3b3b03b0106380feef08	2015-05-28	Umeå Universitet	G 10		SE625180-181655	53.0	Gaviksfjärden	Bottenhavets vattendistrikt	18 - Norra Bottenhavet. Höga kusten. Inre kustvatten	18	2015	109880_SE625180-181655	109880
7.85398	76.5	62.86488	18.29170	76.5	5	WA21835579	76.5	62.86_18.29	079de6effc80213bc5a92c27bac5a17a	2015-05-28	Umeå Universitet	G 11		SE625180-181655	76.5	Gaviksfjärden	Bottenhavets vattendistrikt	18 - Norra Bottenhavet. Höga kusten. Inre kustvatten	18	2015	109881_SE625180-181655	109881
7.18657	14.4	62.83962	18.21057	14.4	5	WA21835579	14.4	62.84_18.21	08316151d5e7dd216c00742611a5d7db	2015-05-28	Umeå Universitet	G1 ÖREN		SE625180-181655	14.4	Gaviksfjärden	Bottenhavets vattendistrikt	18 - Norra Bottenhavet. Höga kusten. Inre kustvatten	18	2015	109882_SE625180-181655	109882
3.53174	49.0	62.86240	18.20897	49.0	5	WA21835579	49.0	62.86_18.21	97a2b85b6feb3fe5cb2e7be0d94bad93	2015-05-28	Umeå Universitet	G 4		SE625180-181655	49.0	Gaviksfjärden	Bottenhavets vattendistrikt	18 - Norra Bottenhavet. Höga kusten. Inre kustvatten	18	2015	109883_SE625180-181655	109883
2.30109	17.0	62.88417	18.25527	17.0	5	WA21835579	17.0	62.88_18.26	4e5daa33a2b80c7d7c33cff55acdf9fd	2015-05-28	Umeå Universitet	G 7		SE625180-181655	17.0	Gaviksfjärden	Bottenhavets vattendistrikt	18 - Norra Bottenhavet. Höga kusten. Inre kustvatten	18	2015	109884_SE625180-181655	109884
4.20018	12.7	62.89278	18.24640	12.7	5	WA21835579	12.7	62.89_18.25	4c35e81a1c948f241c1eef547bc62251	2015-05-28	Umeå Universitet	G 8		SE625180-181655	12.7	Gaviksfjärden	Bottenhavets vattendistrikt	18 - Norra Bottenhavet. Höga kusten. Inre kustvatten	18	2015	109885_SE625180-181655	109885
6.94442	68.2	62.85595	18.25973	68.2	5	WA21835579	68.2	62.86_18.26	7ea6ecb15dd0482ea977dbf10e9fe9d1	2015-05-28	Umeå Universitet	GAVIKSFJÄRDEN-EDSÄTTERFJÄRDEN G 12		SE625180-181655	68.2	Gaviksfjärden	Bottenhavets vattendistrikt	18 - Norra Bottenhavet. Höga kusten. Inre kustvatten	18	2015	109886_SE625180-181655	109886
3.15455	32.0	62.83932	18.22132	32.0	5	WA21835579	32.0	62.84_18.22	2696cfcfb0fe3f72ca70d4d252ea5da1	2015-05-28	Umeå Universitet	GAVIKSFJÄRDEN-EDSÄTTERFJÄRDEN G 2		SE625180-181655	32.0	Gaviksfjärden	Bottenhavets vattendistrikt	18 - Norra Bottenhavet. Höga kusten. Inre kustvatten	18	2015	109887_SE625180-181655	109887
8.30618	13.9	62.85318	18.22557	13.9	5	WA21835579	13.9	62.85_18.23	ea26e05112936fbcd0e50bd86dca6cfb	2015-05-28	Umeå Universitet	GAVIKSFJÄRDEN-EDSÄTTERFJÄRDEN G 3		SE625180-181655	13.9	Gaviksfjärden	Bottenhavets vattendistrikt	18 - Norra Bottenhavet. Höga kusten. Inre kustvatten	18	2015	109888_SE625180-181655	109888
4.35443	39.5	62.89422	18.28042	39.5	5	WA21835579	39.5	62.89_18.28	7093340823d6a0197ee6cdcd082b03a6	2015-05-28	Umeå Universitet	GAVIKSFJÄRDEN-EDSÄTTERFJÄRDEN G 9		SE625180-181655	39.5	Gaviksfjärden	Bottenhavets vattendistrikt	18 - Norra Bottenhavet. Höga kusten. Inre kustvatten	18	2015	109889_SE625180-181655	109889
8.24716	52.7	62.89068	18.28893	52.7	6	WA21835579	52.7	62.89_18.29	3a597b8e1e236c4472465d46ce11c6e5	2014-06-02	Umeå Universitet	G 10		SE625180-181655	52.7	Gaviksfjärden	Bottenhavets vattendistrikt	18 - Norra Bottenhavet. Höga kusten. Inre kustvatten	18	2014	110273_SE625180-181655	110273
10.3552	76.0	62.86508	18.29162	76.0	6	WA21835579	76.0	62.87_18.29	539649fc3166654ad630f97a9844d58a	2014-06-02	Umeå Universitet	G 11		SE625180-181655	76.0	Gaviksfjärden	Bottenhavets vattendistrikt	18 - Norra Bottenhavet. Höga kusten. Inre kustvatten	18	2014	110274_SE625180-181655	110274
6.2082	13.4	62.83960	18.21062	13.4	6	WA21835579	13.4	62.84_18.21	f3fd7390f1cb7fd9d3808e7df2024bb7	2014-06-02	Umeå Universitet	G1 ÖREN		SE625180-181655	13.4	Gaviksfjärden	Bottenhavets vattendistrikt	18 - Norra Bottenhavet. Höga kusten. Inre kustvatten	18	2014	110277_SE625180-181655	110277
3.69964	48.6	62.86237	18.20892	48.6	6	WA21835579	48.6	62.86_18.21	1087359fcb33289b9a663b1e3734cefd	2014-06-02	Umeå Universitet	G 4		SE625180-181655	48.6	Gaviksfjärden	Bottenhavets vattendistrikt	18 - Norra Bottenhavet. Höga kusten. Inre kustvatten	18	2014	110278_SE625180-181655	110278
10.2866	23.3	62.88907	18.23130	23.3	6	WA21835579	23.3	62.89_18.23	77853e9974c71d08b9571c19a547ae4d	2014-06-02	Umeå Universitet	G 6		SE625180-181655	23.3	Gaviksfjärden	Bottenhavets vattendistrikt	18 - Norra Bottenhavet. Höga kusten. Inre kustvatten	18	2014	110279_SE625180-181655	110279
0.736582	17.8	62.88422	18.25512	17.8	6	WA21835579	17.8	62.88_18.26	11d25f219d4d1748cddb9d12429ece94	2014-06-02	Umeå Universitet	G 7		SE625180-181655	17.8	Gaviksfjärden	Bottenhavets vattendistrikt	18 - Norra Bottenhavet. Höga kusten. Inre kustvatten	18	2014	110280_SE625180-181655	110280
3.89537	11.7	62.89282	18.24615	11.7	6	WA21835579	11.7	62.89_18.25	809502dc54b9f53a8609b40a1e3584e6	2014-06-02	Umeå Universitet	G 8		SE625180-181655	11.7	Gaviksfjärden	Bottenhavets vattendistrikt	18 - Norra Bottenhavet. Höga kusten. Inre kustvatten	18	2014	110281_SE625180-181655	110281
7.5265	68.6	62.85600	18.25943	68.6	6	WA21835579	68.6	62.86_18.26	73bac92fc2481d9be7b52bcf7eb15500	2014-06-02	Umeå Universitet	GAVIKSFJÄRDEN-EDSÄTTERFJÄRDEN G 12		SE625180-181655	68.6	Gaviksfjärden	Bottenhavets vattendistrikt	18 - Norra Bottenhavet. Höga kusten. Inre kustvatten	18	2014	110282_SE625180-181655	110282
3.46067	31.0	62.83910	18.22145	31.0	6	WA21835579	31.0	62.84_18.22	3eebabf8ce7568e6a61bdb4d4e9c1b49	2014-06-02	Umeå Universitet	GAVIKSFJÄRDEN-EDSÄTTERFJÄRDEN G 2		SE625180-181655	31.0	Gaviksfjärden	Bottenhavets vattendistrikt	18 - Norra Bottenhavet. Höga kusten. Inre kustvatten	18	2014	110284_SE625180-181655	110284
9.70805	15.1	62.85327	18.22527	15.1	6	WA21835579	15.1	62.85_18.23	c3b672dd23ef73cb20f9ac42546323d9	2014-06-02	Umeå Universitet	GAVIKSFJÄRDEN-EDSÄTTERFJÄRDEN G 3		SE625180-181655	15.1	Gaviksfjärden	Bottenhavets vattendistrikt	18 - Norra Bottenhavet. Höga kusten. Inre kustvatten	18	2014	110285_SE625180-181655	110285
0.889304	4.1	62.87470	18.19685	4.1	6	WA21835579	4.1	62.87_18.20	55885631668197e7f9a7158d006bbac5	2014-06-02	Umeå Universitet	GAVIKSFJÄRDEN-EDSÄTTERFJÄRDEN G 5		SE625180-181655	4.1	Gaviksfjärden	Bottenhavets vattendistrikt	18 - Norra Bottenhavet. Höga kusten. Inre kustvatten	18	2014	110286_SE625180-181655	110286
5.73419	38.5	62.89417	18.28022	38.5	6	WA21835579	38.5	62.89_18.28	063fa5f5eb47766322f2cc9bb0ed238b	2014-06-02	Umeå Universitet	GAVIKSFJÄRDEN-EDSÄTTERFJÄRDEN G 9		SE625180-181655	38.5	Gaviksfjärden	Bottenhavets vattendistrikt	18 - Norra Bottenhavet. Höga kusten. Inre kustvatten	18	2014	110287_SE625180-181655	110287
8.77802	53.1	62.89070	18.28887	53.1	5	WA21835579	53.1	62.89_18.29	30c1332be8a329ad95f035ffbfab3dc7	2013-05-28	Umeå Universitet	G 10		SE625180-181655	53.1	Gaviksfjärden	Bottenhavets vattendistrikt	18 - Norra Bottenhavet. Höga kusten. Inre kustvatten	18	2013	110926_SE625180-181655	110926
3.93538	13.6	62.83950	18.21057	13.6	5	WA21835579	13.6	62.84_18.21	554259ba07eea2f3a7f83e96ebfc5f35	2013-05-28	Umeå Universitet	G1 ÖREN		SE625180-181655	13.6	Gaviksfjärden	Bottenhavets vattendistrikt	18 - Norra Bottenhavet. Höga kusten. Inre kustvatten	18	2013	110928_SE625180-181655	110928
3.62398	48.4	62.86232	18.20875	48.4	5	WA21835579	48.4	62.86_18.21	bdb26ed02bbdfb71cfef10b903f429af	2013-05-28	Umeå Universitet	G 4		SE625180-181655	48.4	Gaviksfjärden	Bottenhavets vattendistrikt	18 - Norra Bottenhavet. Höga kusten. Inre kustvatten	18	2013	110929_SE625180-181655	110929
10.3253	24.4	62.88897	18.23127	24.4	5	WA21835579	24.4	62.89_18.23	1b1e54380d30c2f922213904911b2261	2013-05-28	Umeå Universitet	G 6		SE625180-181655	24.4	Gaviksfjärden	Bottenhavets vattendistrikt	18 - Norra Bottenhavet. Höga kusten. Inre kustvatten	18	2013	110930_SE625180-181655	110930
2.22351	17.5	62.88422	18.25517	17.5	5	WA21835579	17.5	62.88_18.26	3f30046d16266baea1d2539e96b73f4d	2013-05-28	Umeå Universitet	G 7		SE625180-181655	17.5	Gaviksfjärden	Bottenhavets vattendistrikt	18 - Norra Bottenhavet. Höga kusten. Inre kustvatten	18	2013	110931_SE625180-181655	110931
2.78238	11.8	62.89285	18.24607	11.8	5	WA21835579	11.8	62.89_18.25	15cb5b59d34b83e6d6aafd9e17996aa5	2013-05-28	Umeå Universitet	G 8		SE625180-181655	11.8	Gaviksfjärden	Bottenhavets vattendistrikt	18 - Norra Bottenhavet. Höga kusten. Inre kustvatten	18	2013	110932_SE625180-181655	110932
1.44732	30.4	62.83912	18.22140	30.4	5	WA21835579	30.4	62.84_18.22	f396f3f4cd3138e85f0f59b5916d8b34	2013-05-28	Umeå Universitet	GAVIKSFJÄRDEN-EDSÄTTERFJÄRDEN G 2		SE625180-181655	30.4	Gaviksfjärden	Bottenhavets vattendistrikt	18 - Norra Bottenhavet. Höga kusten. Inre kustvatten	18	2013	110934_SE625180-181655	110934
10.4219	13.3	62.85307	18.22548	13.3	5	WA21835579	13.3	62.85_18.23	e460db68fafda60ee1521b85f57ee0cd	2013-05-28	Umeå Universitet	GAVIKSFJÄRDEN-EDSÄTTERFJÄRDEN G 3		SE625180-181655	13.3	Gaviksfjärden	Bottenhavets vattendistrikt	18 - Norra Bottenhavet. Höga kusten. Inre kustvatten	18	2013	110935_SE625180-181655	110935
5.84645	3.4	62.87490	18.19620	3.4	5	WA21835579	3.4	62.87_18.20	b4484b3fafc458c1998076427fd44b99	2013-05-28	Umeå Universitet	GAVIKSFJÄRDEN-EDSÄTTERFJÄRDEN G 5		SE625180-181655	3.4	Gaviksfjärden	Bottenhavets vattendistrikt	18 - Norra Bottenhavet. Höga kusten. Inre kustvatten	18	2013	110936_SE625180-181655	110936
4.9877	38.9	62.89423	18.28015	38.9	5	WA21835579	38.9	62.89_18.28	014043c2919b9c79b4b101e37eb92c1c	2013-05-28	Umeå Universitet	GAVIKSFJÄRDEN-EDSÄTTERFJÄRDEN G 9		SE625180-181655	38.9	Gaviksfjärden	Bottenhavets vattendistrikt	18 - Norra Bottenhavet. Höga kusten. Inre kustvatten	18	2013	110937_SE625180-181655	110937
10.1178	74.3	62.86505	18.29182	74.3	5	WA21835579	74.3	62.87_18.29	3e2262eb33e478056d988131084ad4c0	2013-05-27	Umeå Universitet	G 11		SE625180-181655	74.3	Gaviksfjärden	Bottenhavets vattendistrikt	18 - Norra Bottenhavet. Höga kusten. Inre kustvatten	18	2013	110964_SE625180-181655	110964
7.53012	67.3	62.85600	18.25957	67.3	5	WA21835579	67.3	62.86_18.26	dcda83dc67c7241b99047a9687cab580	2013-05-27	Umeå Universitet	GAVIKSFJÄRDEN-EDSÄTTERFJÄRDEN G 12		SE625180-181655	67.3	Gaviksfjärden	Bottenhavets vattendistrikt	18 - Norra Bottenhavet. Höga kusten. Inre kustvatten	18	2013	110966_SE625180-181655	110966
5.98179	53.6	62.89063	18.28892	53.6	5	WA21835579	53.6	62.89_18.29	a970d4079b12133fe1d6f6e70971519b	2012-05-28	Umeå Universitet	G 10		SE625180-181655	53.6	Gaviksfjärden	Bottenhavets vattendistrikt	18 - Norra Bottenhavet. Höga kusten. Inre kustvatten	18	2012	111572_SE625180-181655	111572
8.28799	74.0	62.86503	18.29167	74.0	5	WA21835579	74.0	62.87_18.29	ec44ce6c05c98912f3d5b841c9f87ceb	2012-05-28	Umeå Universitet	G 11		SE625180-181655	74.0	Gaviksfjärden	Bottenhavets vattendistrikt	18 - Norra Bottenhavet. Höga kusten. Inre kustvatten	18	2012	111573_SE625180-181655	111573
3.80542	13.6	62.83948	18.21047	13.6	5	WA21835579	13.6	62.84_18.21	3c54501ed75c5f86bc018bb0808fa40f	2012-05-28	Umeå Universitet	G1 ÖREN		SE625180-181655	13.6	Gaviksfjärden	Bottenhavets vattendistrikt	18 - Norra Bottenhavet. Höga kusten. Inre kustvatten	18	2012	111576_SE625180-181655	111576
3.99623	48.8	62.86225	18.20882	48.8	5	WA21835579	48.8	62.86_18.21	6731f2fc9285872f74a4a2e036728e07	2012-05-28	Umeå Universitet	G 4		SE625180-181655	48.8	Gaviksfjärden	Bottenhavets vattendistrikt	18 - Norra Bottenhavet. Höga kusten. Inre kustvatten	18	2012	111577_SE625180-181655	111577
8.55286	24.0	62.88905	18.23108	24.0	5	WA21835579	24.0	62.89_18.23	cc3e7c6601cc8dd89256f00d257d6bf5	2012-05-28	Umeå Universitet	G 6		SE625180-181655	24.0	Gaviksfjärden	Bottenhavets vattendistrikt	18 - Norra Bottenhavet. Höga kusten. Inre kustvatten	18	2012	111578_SE625180-181655	111578
2.64261	15.3	62.88425	18.25540	15.3	5	WA21835579	15.3	62.88_18.26	4a69f2e67dd0ad23cd610619e67b2fb3	2012-05-28	Umeå Universitet	G 7		SE625180-181655	15.3	Gaviksfjärden	Bottenhavets vattendistrikt	18 - Norra Bottenhavet. Höga kusten. Inre kustvatten	18	2012	111579_SE625180-181655	111579
1.60784	11.7	62.89290	18.24627	11.7	5	WA21835579	11.7	62.89_18.25	4c00010a64ab4c942470347027e0b738	2012-05-28	Umeå Universitet	G 8		SE625180-181655	11.7	Gaviksfjärden	Bottenhavets vattendistrikt	18 - Norra Bottenhavet. Höga kusten. Inre kustvatten	18	2012	111580_SE625180-181655	111580
6.23633	67.7	62.85593	18.25968	67.7	5	WA21835579	67.7	62.86_18.26	a12fb42542c72b26c3516b0d637456c3	2012-05-28	Umeå Universitet	GAVIKSFJÄRDEN-EDSÄTTERFJÄRDEN G 12		SE625180-181655	67.7	Gaviksfjärden	Bottenhavets vattendistrikt	18 - Norra Bottenhavet. Höga kusten. Inre kustvatten	18	2012	111581_SE625180-181655	111581
2.27276	30.8	62.83917	18.22140	30.8	5	WA21835579	30.8	62.84_18.22	ea17962a6e276c50e2ffb2d4350f95a8	2012-05-28	Umeå Universitet	GAVIKSFJÄRDEN-EDSÄTTERFJÄRDEN G 2		SE625180-181655	30.8	Gaviksfjärden	Bottenhavets vattendistrikt	18 - Norra Bottenhavet. Höga kusten. Inre kustvatten	18	2012	111583_SE625180-181655	111583
9.1471	13.4	62.85313	18.22537	13.4	5	WA21835579	13.4	62.85_18.23	437e6954a865ba6e4a27501be5e31e2d	2012-05-28	Umeå Universitet	GAVIKSFJÄRDEN-EDSÄTTERFJÄRDEN G 3		SE625180-181655	13.4	Gaviksfjärden	Bottenhavets vattendistrikt	18 - Norra Bottenhavet. Höga kusten. Inre kustvatten	18	2012	111584_SE625180-181655	111584
1.22252	3.2	62.87493	18.19610	3.2	5	WA21835579	3.2	62.87_18.20	93c978d6870c3aeb593683556d553f55	2012-05-28	Umeå Universitet	GAVIKSFJÄRDEN-EDSÄTTERFJÄRDEN G 5		SE625180-181655	3.2	Gaviksfjärden	Bottenhavets vattendistrikt	18 - Norra Bottenhavet. Höga kusten. Inre kustvatten	18	2012	111585_SE625180-181655	111585
7.83429	39.4	62.89417	18.28010	39.4	5	WA21835579	39.4	62.89_18.28	007b8113d6b92081a5656e6321e0f286	2012-05-28	Umeå Universitet	GAVIKSFJÄRDEN-EDSÄTTERFJÄRDEN G 9		SE625180-181655	39.4	Gaviksfjärden	Bottenhavets vattendistrikt	18 - Norra Bottenhavet. Höga kusten. Inre kustvatten	18	2012	111586_SE625180-181655	111586
3.79374	52.8	62.89082	18.28870	52.8	5	WA21835579	52.8	62.89_18.29	4223ac47d0b58d97525459c214ebcb26	2011-05-24	Umeå Universitet	G 10		SE625180-181655	52.8	Gaviksfjärden	Bottenhavets vattendistrikt	18 - Norra Bottenhavet. Höga kusten. Inre kustvatten	18	2011	112506_SE625180-181655	112506
6.51454	75.6	62.86497	18.29170	75.6	5	WA21835579	75.6	62.86_18.29	4c3efba9e50b98e7912461263a75c8dd	2011-05-24	Umeå Universitet	G 11		SE625180-181655	75.6	Gaviksfjärden	Bottenhavets vattendistrikt	18 - Norra Bottenhavet. Höga kusten. Inre kustvatten	18	2011	112507_SE625180-181655	112507
4.45395	14.1	62.83935	18.21072	14.1	5	WA21835579	14.1	62.84_18.21	cc56f8143352247dc6303594d35fdb0f	2011-05-24	Umeå Universitet	G1 ÖREN		SE625180-181655	14.1	Gaviksfjärden	Bottenhavets vattendistrikt	18 - Norra Bottenhavet. Höga kusten. Inre kustvatten	18	2011	112510_SE625180-181655	112510
3.22462	48.9	62.86237	18.20872	48.9	5	WA21835579	48.9	62.86_18.21	112c6c1327f7b32782bf16b10dcd36e0	2011-05-24	Umeå Universitet	G 4		SE625180-181655	48.9	Gaviksfjärden	Bottenhavets vattendistrikt	18 - Norra Bottenhavet. Höga kusten. Inre kustvatten	18	2011	112511_SE625180-181655	112511
10.0036	25.0	62.88900	18.23128	25.0	5	WA21835579	25.0	62.89_18.23	2af823b77afe9a6d568af1999d6fd90b	2011-05-24	Umeå Universitet	G 6		SE625180-181655	25.0	Gaviksfjärden	Bottenhavets vattendistrikt	18 - Norra Bottenhavet. Höga kusten. Inre kustvatten	18	2011	112512_SE625180-181655	112512
0.239639	18.1	62.88418	18.25513	18.1	5	WA21835579	18.1	62.88_18.26	a9df414551406a0e1615ebcf72fa4a0f	2011-05-24	Umeå Universitet	G 7		SE625180-181655	18.1	Gaviksfjärden	Bottenhavets vattendistrikt	18 - Norra Bottenhavet. Höga kusten. Inre kustvatten	18	2011	112513_SE625180-181655	112513
